FE,NSGAII,HypE,CMOEAD,NSGAIII,CMOMBI2,SPEA2,SPEA2SDE,ThetaDEA,CHHCO
5619,0.267586,0.357899,0.469166,0.559995,0.503958,0.490297,0.576,0.466679,0.530201
5620,0.267586,0.357951,0.469166,0.559995,0.503958,0.490297,0.576,0.466679,0.530201
5621,0.267587,0.357951,0.469166,0.560015,0.504097,0.490298,0.576,0.466679,0.530201
5622,0.267587,0.357951,0.469175,0.560018,0.504097,0.490299,0.576001,0.466679,0.53021
5623,0.267587,0.357951,0.469175,0.560018,0.504097,0.4903,0.576015,0.466683,0.53021
5624,0.267587,0.357951,0.469175,0.560018,0.504097,0.4903,0.576015,0.466683,0.530231
5625,0.267587,0.357951,0.469389,0.560018,0.504097,0.4903,0.576018,0.466685,0.530231
5626,0.267595,0.357951,0.469389,0.560036,0.504099,0.4903,0.576021,0.466685,0.53027
5627,0.267595,0.357951,0.469396,0.560037,0.504099,0.4903,0.576021,0.466689,0.53027
5628,0.267595,0.357955,0.469419,0.560038,0.504196,0.4903,0.576022,0.466689,0.53027
5629,0.267682,0.357955,0.469419,0.560185,0.504199,0.4903,0.57606,0.466689,0.530284
5630,0.267683,0.357958,0.469431,0.560186,0.504599,0.4903,0.57606,0.466689,0.530284
5631,0.267683,0.357959,0.469431,0.560245,0.504599,0.4903,0.57606,0.466689,0.530284
5632,0.267683,0.357959,0.469431,0.560246,0.504599,0.4903,0.576061,0.466689,0.530355
5633,0.267683,0.357959,0.469434,0.560246,0.504602,0.4903,0.576061,0.466689,0.530355
5634,0.267886,0.357959,0.46945,0.560399,0.504602,0.490301,0.576061,0.466709,0.530355
5635,0.267889,0.35796,0.46945,0.560399,0.504603,0.490301,0.576061,0.466709,0.53078
5636,0.267894,0.35796,0.469549,0.560399,0.504603,0.490302,0.577517,0.466709,0.53078
5637,0.267894,0.35796,0.469549,0.560399,0.504604,0.490302,0.577517,0.466709,0.531205
5638,0.267895,0.35796,0.469549,0.560399,0.504604,0.490302,0.577553,0.466734,0.531205
5639,0.267895,0.35796,0.469549,0.560499,0.504604,0.49031,0.577554,0.466735,0.531337
5640,0.267895,0.35796,0.469549,0.560738,0.504605,0.49031,0.57769,0.466735,0.531351
5641,0.267895,0.35796,0.469549,0.560741,0.504605,0.49031,0.57769,0.466735,0.531351
5642,0.267895,0.358281,0.469549,0.560761,0.504605,0.490311,0.57769,0.466735,0.531351
5643,0.284018,0.358281,0.46955,0.560761,0.504968,0.490311,0.57769,0.466736,0.531351
5644,0.286889,0.358282,0.46955,0.560761,0.504968,0.490311,0.577691,0.466736,0.531351
5645,0.286889,0.358282,0.469619,0.560802,0.504969,0.490311,0.5777,0.466744,0.531351
5646,0.286889,0.358282,0.469658,0.560802,0.511187,0.490311,0.5777,0.466744,0.531357
5647,0.287924,0.358292,0.469659,0.560802,0.511187,0.490331,0.577709,0.466744,0.531358
5648,0.287924,0.358292,0.469662,0.560804,0.511187,0.490331,0.577732,0.466744,0.531358
5649,0.287924,0.358292,0.469663,0.560804,0.511599,0.490332,0.577732,0.466744,0.531358
5650,0.288044,0.358292,0.469668,0.560804,0.511599,0.490367,0.577732,0.467221,0.531358
5651,0.288044,0.358293,0.469668,0.560804,0.511599,0.490367,0.577733,0.467221,0.531358
5652,0.288044,0.358297,0.469668,0.560804,0.511599,0.491227,0.577733,0.467222,0.531358
5653,0.288051,0.358297,0.469668,0.560812,0.511599,0.49123,0.577733,0.467226,0.531359
5654,0.288051,0.358297,0.469675,0.560812,0.511601,0.49123,0.577734,0.467226,0.531359
5655,0.288132,0.358297,0.469675,0.560812,0.511601,0.491231,0.578232,0.467226,0.53136
5656,0.288132,0.358298,0.469675,0.560812,0.511602,0.491231,0.578232,0.467226,0.53136
5657,0.288132,0.358298,0.469676,0.560848,0.511602,0.491231,0.578232,0.467248,0.53136
5658,0.288133,0.358298,0.469676,0.560848,0.511607,0.491243,0.578232,0.467248,0.53136
5659,0.288133,0.358298,0.469676,0.560848,0.511607,0.491264,0.578232,0.467249,0.53136
5660,0.288133,0.358298,0.469676,0.561126,0.511607,0.491264,0.578259,0.467288,0.53136
5661,0.28818,0.358298,0.469676,0.561186,0.511608,0.491264,0.578259,0.467304,0.53136
5662,0.28818,0.358298,0.469676,0.561376,0.511608,0.491264,0.578259,0.467317,0.53136
5663,0.288181,0.358298,0.469676,0.561376,0.511609,0.491264,0.578301,0.46733,0.531361
5664,0.288181,0.358298,0.469676,0.561376,0.511609,0.491264,0.578301,0.467331,0.531361
5665,0.288181,0.358298,0.469676,0.561395,0.511627,0.4913,0.578306,0.467331,0.531361
5666,0.288184,0.358298,0.469678,0.561395,0.511706,0.4913,0.578306,0.467333,0.531363
5667,0.288185,0.358299,0.469678,0.561403,0.511707,0.4913,0.578307,0.467333,0.531363
5668,0.288185,0.358299,0.469678,0.561403,0.511707,0.4913,0.578307,0.467334,0.531363
5669,0.288185,0.358299,0.469678,0.561405,0.511708,0.4913,0.578322,0.467372,0.531363
5670,0.288185,0.358299,0.469678,0.561406,0.511708,0.4913,0.578327,0.467381,0.531363
5671,0.288185,0.358316,0.469678,0.561406,0.51171,0.4913,0.578335,0.467381,0.531363
5672,0.288412,0.358316,0.469678,0.561406,0.51171,0.4913,0.578335,0.467381,0.531363
5673,0.288412,0.358316,0.46968,0.561561,0.51171,0.4913,0.578335,0.467381,0.531363
5674,0.28865,0.358316,0.469682,0.561561,0.51171,0.491307,0.578335,0.467381,0.531374
5675,0.289014,0.358316,0.469682,0.561561,0.51171,0.491313,0.578335,0.467422,0.531375
5676,0.289014,0.358316,0.469682,0.561561,0.51171,0.491399,0.578337,0.467422,0.531375
5677,0.289014,0.358317,0.469682,0.561571,0.511749,0.491399,0.578337,0.467422,0.531375
5678,0.289021,0.358317,0.469682,0.561571,0.511749,0.491401,0.578339,0.467434,0.531375
5679,0.289897,0.358318,0.469682,0.561571,0.511749,0.491407,0.578346,0.467434,0.531375
5680,0.289897,0.358319,0.469684,0.561583,0.51175,0.491407,0.578346,0.467434,0.531489
5681,0.289898,0.358319,0.469685,0.561583,0.51175,0.49141,0.578346,0.467434,0.531525
5682,0.2899,0.358319,0.469686,0.561703,0.51175,0.49141,0.578346,0.467447,0.531525
5683,0.2899,0.358319,0.469686,0.561707,0.51175,0.49141,0.578346,0.467447,0.531525
5684,0.289901,0.35832,0.469686,0.561707,0.51175,0.49141,0.578346,0.467698,0.532439
5685,0.291747,0.35832,0.469686,0.561816,0.51175,0.49141,0.578346,0.467698,0.532439
5686,0.291747,0.35832,0.469686,0.561849,0.51175,0.49141,0.578346,0.467698,0.532439
5687,0.291748,0.35832,0.469728,0.561851,0.51175,0.49141,0.578346,0.467698,0.532439
5688,0.291748,0.35832,0.469728,0.561886,0.51175,0.491452,0.578346,0.467698,0.532439
5689,0.291792,0.35832,0.469728,0.561886,0.51175,0.491452,0.578346,0.467715,0.532996
5690,0.291792,0.35832,0.469741,0.561886,0.51175,0.491469,0.57835,0.467715,0.532996
5691,0.291792,0.35832,0.469749,0.561886,0.51175,0.491469,0.57835,0.467715,0.532996
5692,0.291792,0.35832,0.469749,0.561887,0.51175,0.491469,0.57835,0.467715,0.533006
5693,0.291792,0.35832,0.469749,0.562466,0.51175,0.491699,0.578351,0.467715,0.533006
5694,0.291796,0.35832,0.469749,0.562466,0.51175,0.491699,0.578352,0.467715,0.533006
5695,0.291796,0.35832,0.469749,0.562466,0.51175,0.491699,0.578356,0.467715,0.533006
5696,0.292055,0.358327,0.469749,0.562474,0.51175,0.491699,0.578358,0.467715,0.533009
5697,0.292055,0.358327,0.469749,0.562474,0.511751,0.491699,0.578363,0.467715,0.533009
5698,0.292055,0.358327,0.469749,0.562474,0.511754,0.491699,0.578363,0.467715,0.53305
5699,0.292055,0.358327,0.469749,0.562474,0.511754,0.491699,0.578363,0.467715,0.533211
5700,0.292059,0.358327,0.469749,0.562474,0.511763,0.491699,0.578363,0.467715,0.533211
5701,0.292067,0.358327,0.469749,0.562474,0.511764,0.491699,0.57837,0.467845,0.533213
5702,0.292067,0.358327,0.469749,0.562474,0.511764,0.491699,0.578374,0.467845,0.533398
5703,0.292086,0.358327,0.469749,0.562496,0.511947,0.491699,0.578374,0.467847,0.533398
5704,0.292086,0.358327,0.469749,0.562496,0.511949,0.491708,0.578375,0.467847,0.533398
5705,0.292086,0.358327,0.469749,0.562501,0.511949,0.491708,0.578375,0.467851,0.533398
5706,0.292086,0.35833,0.469759,0.562502,0.512048,0.491803,0.578375,0.467885,0.533398
5707,0.292086,0.35833,0.469759,0.562502,0.512049,0.491826,0.578375,0.467896,0.533398
5708,0.292132,0.35833,0.469759,0.562506,0.512049,0.491826,0.578377,0.467896,0.53374
5709,0.292132,0.358393,0.469774,0.562587,0.512049,0.491826,0.57838,0.468913,0.53374
5710,0.292132,0.358393,0.469774,0.562587,0.512056,0.491826,0.57838,0.468946,0.533741
5711,0.292137,0.358393,0.469774,0.562593,0.512056,0.491826,0.57838,0.468946,0.533773
5712,0.292137,0.358393,0.469774,0.562599,0.512056,0.491826,0.57838,0.468946,0.533821
5713,0.292137,0.358393,0.469774,0.562599,0.512056,0.491832,0.578381,0.468946,0.533821
5714,0.292137,0.358393,0.469774,0.562633,0.512056,0.491838,0.578381,0.468947,0.533821
5715,0.292137,0.358393,0.469774,0.562635,0.512083,0.491838,0.578393,0.468947,0.533823
5716,0.292138,0.358393,0.469774,0.562651,0.512087,0.491839,0.578393,0.468947,0.533845
5717,0.292138,0.358408,0.469787,0.562664,0.512087,0.491839,0.578393,0.468947,0.533978
5718,0.292138,0.35841,0.469795,0.562664,0.512089,0.491839,0.578404,0.46895,0.534245
5719,0.292139,0.35841,0.469795,0.562668,0.512101,0.491839,0.578413,0.46895,0.534245
5720,0.292142,0.35841,0.469795,0.562668,0.512101,0.491839,0.578413,0.46895,0.534512
5721,0.292662,0.35841,0.469795,0.562668,0.512101,0.491839,0.578413,0.469066,0.534652
5722,0.292702,0.35841,0.469795,0.562668,0.512102,0.491839,0.578413,0.469066,0.534652
5723,0.292702,0.35841,0.469795,0.562668,0.512102,0.491839,0.578423,0.469078,0.534652
5724,0.292703,0.35841,0.469795,0.562669,0.512171,0.491839,0.578423,0.469078,0.534653
5725,0.292704,0.35841,0.469796,0.56267,0.512171,0.49184,0.578427,0.469135,0.534654
5726,0.292704,0.35841,0.469797,0.56267,0.512171,0.49184,0.578427,0.469142,0.534668
5727,0.292704,0.358413,0.469797,0.562676,0.512171,0.49184,0.578427,0.469142,0.534668
5728,0.292704,0.358413,0.469813,0.562676,0.512171,0.49184,0.578427,0.469142,0.534808
5729,0.292704,0.358423,0.469813,0.562683,0.512174,0.491897,0.578578,0.469142,0.534808
5730,0.292704,0.358453,0.469822,0.562683,0.512174,0.491897,0.578578,0.469142,0.534977
5731,0.292704,0.358453,0.469822,0.562683,0.512174,0.491897,0.578578,0.469539,0.534977
5732,0.292746,0.358453,0.469822,0.562684,0.512174,0.491897,0.578578,0.469539,0.534977
5733,0.292753,0.358453,0.469822,0.562684,0.512197,0.491911,0.578579,0.469539,0.534977
5734,0.292753,0.358453,0.469822,0.562702,0.512198,0.491911,0.578579,0.469543,0.534998
5735,0.292837,0.358453,0.469822,0.562714,0.512198,0.491911,0.578582,0.469558,0.534998
5736,0.292837,0.358453,0.469822,0.562714,0.512198,0.491914,0.578584,0.469591,0.535018
5737,0.292837,0.358457,0.469822,0.562735,0.51221,0.491914,0.578584,0.469591,0.535036
5738,0.292838,0.358457,0.469822,0.562752,0.51221,0.491914,0.578584,0.469591,0.535088
5739,0.292838,0.358457,0.469822,0.562752,0.51221,0.491973,0.578584,0.469591,0.538711
5740,0.292838,0.358457,0.469846,0.562752,0.512454,0.491973,0.578589,0.469591,0.538711
5741,0.292846,0.358457,0.469846,0.562752,0.512454,0.491973,0.578589,0.469591,0.538711
5742,0.292846,0.358467,0.469851,0.562833,0.512454,0.491987,0.578589,0.469591,0.538711
5743,0.292848,0.358467,0.469851,0.562833,0.512465,0.491987,0.578596,0.469591,0.538714
5744,0.292848,0.358467,0.469851,0.562833,0.512465,0.491994,0.578598,0.469591,0.538714
5745,0.292848,0.358467,0.470282,0.562837,0.512465,0.491995,0.578598,0.469591,0.53872
5746,0.292854,0.358467,0.470282,0.562837,0.512465,0.492008,0.578598,0.469593,0.53872
5747,0.292885,0.358467,0.470282,0.562839,0.512472,0.492008,0.578598,0.469593,0.539277
5748,0.292885,0.358467,0.470282,0.562839,0.512472,0.492054,0.578598,0.469598,0.539277
5749,0.292886,0.358467,0.470282,0.562839,0.512472,0.492054,0.578637,0.469726,0.539277
5750,0.292886,0.358467,0.470282,0.562839,0.512475,0.492055,0.578637,0.469727,0.539285
5751,0.292886,0.358467,0.470282,0.562839,0.512475,0.492055,0.578637,0.469727,0.539318
5752,0.292919,0.358467,0.470333,0.562839,0.512475,0.492055,0.578637,0.469727,0.539318
5753,0.29293,0.358467,0.470333,0.562852,0.512489,0.492056,0.578638,0.469727,0.539318
5754,0.29293,0.358467,0.470333,0.562856,0.512496,0.492056,0.578638,0.469727,0.539388
5755,0.29293,0.358467,0.470337,0.562856,0.512731,0.492057,0.578638,0.469727,0.539482
5756,0.29293,0.358467,0.470337,0.562874,0.512731,0.492057,0.578663,0.469727,0.539483
5757,0.292975,0.358467,0.470337,0.562887,0.512731,0.492057,0.578663,0.469727,0.539483
5758,0.292977,0.358468,0.470337,0.562887,0.512731,0.492057,0.578663,0.469727,0.539724
5759,0.292977,0.358468,0.470337,0.562912,0.512731,0.492058,0.578664,0.469727,0.539724
5760,0.292977,0.358468,0.470337,0.562912,0.512731,0.492109,0.578664,0.46973,0.539763
5761,0.292977,0.358468,0.470337,0.562912,0.512731,0.492109,0.578664,0.46973,0.539763
5762,0.292977,0.358468,0.470337,0.562912,0.512733,0.492158,0.578664,0.46973,0.539763
5763,0.292979,0.358468,0.470337,0.562912,0.512905,0.492158,0.578669,0.469731,0.539765
5764,0.292979,0.358468,0.470339,0.562914,0.512905,0.492158,0.57867,0.469731,0.539765
5765,0.292982,0.358468,0.470339,0.562914,0.512905,0.492158,0.57867,0.469731,0.539765
5766,0.292982,0.358507,0.470339,0.562914,0.512905,0.492158,0.57867,0.469735,0.539765
5767,0.292982,0.358507,0.470339,0.562914,0.512905,0.492158,0.578681,0.469817,0.539839
5768,0.292983,0.358507,0.470394,0.562914,0.512905,0.492158,0.578681,0.469817,0.539841
5769,0.292983,0.358507,0.470394,0.562914,0.513043,0.492158,0.57869,0.469817,0.539845
5770,0.292983,0.358507,0.470435,0.562914,0.513062,0.492172,0.578692,0.469899,0.539845
5771,0.29299,0.358514,0.470436,0.562914,0.513087,0.492172,0.578692,0.469899,0.539845
5772,0.292995,0.358516,0.470436,0.562914,0.513087,0.492172,0.5787,0.470522,0.539848
5773,0.292995,0.358516,0.470436,0.562914,0.513087,0.492229,0.5787,0.470526,0.539848
5774,0.292996,0.358516,0.470436,0.562914,0.514384,0.49223,0.5787,0.470526,0.53985
5775,0.292996,0.358516,0.470436,0.562915,0.514384,0.49223,0.5787,0.470526,0.53985
5776,0.292997,0.358517,0.470436,0.562915,0.514384,0.49223,0.5787,0.470528,0.539968
5777,0.292998,0.358517,0.470437,0.562982,0.514384,0.49223,0.5787,0.470528,0.539972
5778,0.292998,0.358517,0.470437,0.562982,0.514405,0.49223,0.578705,0.470528,0.539972
5779,0.292998,0.358517,0.470437,0.562982,0.514432,0.49223,0.578705,0.470529,0.539972
5780,0.292998,0.358517,0.47044,0.562982,0.514432,0.49223,0.578705,0.470529,0.540007
5781,0.292998,0.358517,0.47044,0.562982,0.514432,0.49223,0.578706,0.470534,0.540037
5782,0.293044,0.358519,0.47044,0.562986,0.514432,0.492239,0.578707,0.470541,0.540136
5783,0.293044,0.358519,0.470455,0.562989,0.514445,0.492241,0.578707,0.470541,0.540136
5784,0.293044,0.358519,0.470455,0.56299,0.514445,0.492241,0.578707,0.470541,0.540387
5785,0.29305,0.35852,0.470455,0.562991,0.514486,0.492264,0.578731,0.470541,0.540394
5786,0.29305,0.35852,0.470455,0.562991,0.514486,0.492264,0.578731,0.470793,0.540394
5787,0.29305,0.35852,0.470455,0.562991,0.51449,0.492744,0.578732,0.470793,0.540441
5788,0.29305,0.35852,0.470846,0.563024,0.514581,0.492749,0.578734,0.470797,0.540443
5789,0.293077,0.35852,0.470846,0.563024,0.514581,0.492749,0.578734,0.470797,0.540448
5790,0.293077,0.35852,0.470847,0.563024,0.514581,0.492749,0.578734,0.470797,0.540449
5791,0.293106,0.358521,0.470847,0.563024,0.514581,0.494137,0.578734,0.470807,0.540451
5792,0.293106,0.358521,0.470847,0.563025,0.514581,0.494142,0.578735,0.470842,0.540451
5793,0.293106,0.358521,0.470847,0.563443,0.514581,0.494142,0.578739,0.470843,0.540451
5794,0.293106,0.358521,0.470847,0.563445,0.514615,0.494142,0.578739,0.470843,0.540451
5795,0.293106,0.358521,0.470851,0.563445,0.514615,0.494142,0.578739,0.470843,0.541136
5796,0.29313,0.358521,0.470851,0.563445,0.514615,0.49423,0.578741,0.470843,0.541163
5797,0.29313,0.358521,0.470851,0.563445,0.514643,0.49423,0.578743,0.470843,0.541163
5798,0.29313,0.358521,0.470851,0.563445,0.514643,0.494233,0.578743,0.470843,0.541163
5799,0.293161,0.358521,0.470903,0.563461,0.514643,0.494233,0.578743,0.470843,0.541164
5800,0.295769,0.358521,0.471006,0.563567,0.514643,0.494233,0.578743,0.470843,0.541642
5801,0.295769,0.358521,0.471006,0.563567,0.514666,0.494233,0.578747,0.470843,0.541642
5802,0.295783,0.358522,0.471006,0.563567,0.514671,0.494233,0.578747,0.470877,0.541642
5803,0.295783,0.358522,0.471006,0.563583,0.514671,0.494302,0.578757,0.470882,0.541642
5804,0.295791,0.358522,0.471006,0.56361,0.514675,0.494302,0.578757,0.470882,0.541644
5805,0.295887,0.358522,0.471015,0.56361,0.514675,0.494302,0.578757,0.470884,0.541644
5806,0.295968,0.358522,0.471015,0.56361,0.514675,0.494302,0.578757,0.470884,0.541645
5807,0.295968,0.358522,0.471015,0.563611,0.514708,0.494302,0.578757,0.470884,0.541645
5808,0.295969,0.358522,0.471015,0.563614,0.514708,0.494302,0.578757,0.470884,0.541645
5809,0.295971,0.358522,0.471015,0.563614,0.514783,0.494302,0.578757,0.470884,0.541663
5810,0.295971,0.358522,0.471015,0.563614,0.514783,0.494302,0.578759,0.470893,0.541675
5811,0.295971,0.358523,0.471015,0.563616,0.514783,0.494313,0.578759,0.470963,0.541706
5812,0.295971,0.358538,0.471015,0.563616,0.514783,0.494313,0.578759,0.470963,0.541706
5813,0.295971,0.358538,0.471015,0.563616,0.514783,0.494313,0.578759,0.471008,0.541731
5814,0.295971,0.358538,0.471074,0.56364,0.514784,0.494313,0.57876,0.471008,0.541731
5815,0.295972,0.358562,0.471074,0.56364,0.514784,0.494313,0.578761,0.471008,0.541735
5816,0.295972,0.358562,0.471074,0.563694,0.514784,0.494314,0.578761,0.471009,0.541735
5817,0.295972,0.358562,0.471074,0.563708,0.514784,0.494401,0.578761,0.471009,0.541961
5818,0.296182,0.358562,0.471074,0.563708,0.514807,0.494401,0.578761,0.471009,0.542266
5819,0.296182,0.358567,0.471074,0.563708,0.514833,0.494404,0.578761,0.471009,0.542266
5820,0.296192,0.358567,0.471074,0.563708,0.514857,0.494404,0.578793,0.471009,0.542266
5821,0.296192,0.358567,0.471074,0.563732,0.514865,0.494566,0.578793,0.47101,0.542266
5822,0.296192,0.358567,0.471074,0.563732,0.514865,0.494566,0.578793,0.471033,0.542417
5823,0.296192,0.358567,0.471074,0.563733,0.514865,0.494584,0.578795,0.471033,0.542417
5824,0.296192,0.358567,0.471077,0.563733,0.514865,0.494584,0.578795,0.471034,0.542417
5825,0.296192,0.358578,0.471077,0.563733,0.514911,0.494584,0.578795,0.471037,0.542466
5826,0.296193,0.358579,0.471077,0.563762,0.515141,0.494587,0.578795,0.471037,0.542468
5827,0.296193,0.358579,0.471077,0.563774,0.515144,0.494587,0.578795,0.471037,0.542468
5828,0.296193,0.358579,0.471077,0.563775,0.515144,0.494587,0.5788,0.471038,0.542468
5829,0.296193,0.358579,0.471078,0.563778,0.515144,0.494587,0.578801,0.471038,0.54308
5830,0.296193,0.358579,0.471078,0.563778,0.515144,0.494587,0.578823,0.471068,0.54308
5831,0.296193,0.358716,0.471078,0.563795,0.515144,0.494587,0.578836,0.471074,0.54308
5832,0.296193,0.358716,0.471078,0.563795,0.515144,0.494587,0.578836,0.471092,0.54308
5833,0.296976,0.358716,0.471078,0.563795,0.515148,0.494588,0.578898,0.471092,0.54324
5834,0.296976,0.358716,0.471078,0.563795,0.515148,0.494588,0.578898,0.471092,0.54324
5835,0.296976,0.358716,0.471078,0.563795,0.515148,0.494623,0.578898,0.471092,0.54324
5836,0.296976,0.358716,0.47108,0.563796,0.515203,0.494623,0.578899,0.471092,0.54329
5837,0.296976,0.358716,0.47108,0.563796,0.515204,0.494623,0.57893,0.471092,0.5433
5838,0.296984,0.358716,0.471081,0.563843,0.515204,0.494623,0.578937,0.471095,0.5433
5839,0.296984,0.358716,0.471089,0.563843,0.515204,0.494627,0.578938,0.471095,0.543306
5840,0.296984,0.358729,0.471089,0.563844,0.515204,0.494627,0.578939,0.471095,0.543306
5841,0.296985,0.358729,0.471089,0.563844,0.515204,0.494627,0.578939,0.471095,0.544221
5842,0.296989,0.358729,0.471089,0.563845,0.515227,0.494627,0.57894,0.471095,0.544232
5843,0.296989,0.358729,0.471089,0.563851,0.515227,0.494627,0.578945,0.471101,0.544232
5844,0.297006,0.358729,0.471089,0.563851,0.515227,0.494627,0.578945,0.471101,0.546641
5845,0.297006,0.358729,0.471089,0.563851,0.515227,0.494635,0.578945,0.471152,0.546641
5846,0.297006,0.358731,0.471089,0.563944,0.515234,0.494635,0.578946,0.471152,0.546963
5847,0.297008,0.358731,0.471089,0.563944,0.515235,0.494635,0.578947,0.471167,0.546966
5848,0.297008,0.358731,0.471089,0.563947,0.515236,0.494635,0.578947,0.471167,0.546967
5849,0.297008,0.358731,0.471089,0.563953,0.515237,0.494635,0.578947,0.471272,0.546967
5850,0.29715,0.358731,0.471131,0.563953,0.515237,0.494635,0.578947,0.471648,0.546967
5851,0.29715,0.358731,0.471131,0.563953,0.515237,0.494635,0.578947,0.471657,0.546967
5852,0.29715,0.358731,0.471131,0.563953,0.515275,0.494913,0.578947,0.471998,0.546968
5853,0.297193,0.358731,0.471162,0.563953,0.515275,0.494913,0.578973,0.472006,0.546968
5854,0.297193,0.358731,0.471162,0.563953,0.515275,0.494913,0.578976,0.472006,0.546968
5855,0.297211,0.358731,0.471162,0.563953,0.515285,0.494932,0.578977,0.472006,0.546968
5856,0.297211,0.358731,0.471162,0.564225,0.515285,0.494932,0.578977,0.472006,0.546968
5857,0.297211,0.358731,0.471162,0.564225,0.515286,0.494994,0.57898,0.472006,0.546968
5858,0.297212,0.358731,0.471162,0.564225,0.515286,0.494994,0.57898,0.472073,0.546976
5859,0.297212,0.358731,0.471162,0.564226,0.515286,0.495003,0.578981,0.472073,0.546976
5860,0.297212,0.358731,0.471162,0.564226,0.515287,0.495003,0.578981,0.472097,0.546976
5861,0.297216,0.358731,0.471163,0.564238,0.515287,0.495031,0.578994,0.472098,0.546976
5862,0.297216,0.358731,0.471163,0.564238,0.515419,0.495049,0.578994,0.472102,0.546976
5863,0.297216,0.358732,0.471163,0.564238,0.515419,0.495049,0.578994,0.472102,0.546976
5864,0.297216,0.358732,0.471164,0.564598,0.51542,0.495049,0.578994,0.472283,0.546976
5865,0.297216,0.358732,0.471164,0.564598,0.51542,0.495049,0.579018,0.472295,0.546976
5866,0.297216,0.358732,0.471164,0.564598,0.51542,0.495049,0.579036,0.472295,0.546976
5867,0.297216,0.358732,0.471164,0.56462,0.51542,0.495049,0.579036,0.472295,0.546978
5868,0.297217,0.358733,0.471164,0.56462,0.51542,0.495049,0.579036,0.472295,0.546978
5869,0.297217,0.358733,0.471164,0.564631,0.51542,0.495049,0.579036,0.472295,0.547095
5870,0.297217,0.358733,0.471164,0.564653,0.51542,0.495052,0.579041,0.472295,0.547095
5871,0.297268,0.358734,0.471249,0.564653,0.51542,0.495052,0.579041,0.472295,0.547095
5872,0.297268,0.358734,0.471249,0.564653,0.51542,0.495052,0.579041,0.472295,0.547095
5873,0.297268,0.358734,0.471249,0.564687,0.51542,0.495052,0.579042,0.472629,0.547099
5874,0.297268,0.358734,0.471259,0.564687,0.51542,0.495052,0.579043,0.472631,0.547235
5875,0.297268,0.358734,0.471259,0.564687,0.515469,0.495052,0.579045,0.472633,0.547243
5876,0.297268,0.358734,0.471259,0.564688,0.51547,0.495055,0.579068,0.472633,0.547243
5877,0.297269,0.358734,0.471267,0.564688,0.51547,0.495055,0.579069,0.472633,0.547243
5878,0.297269,0.358734,0.471267,0.564689,0.51547,0.495055,0.579073,0.472633,0.547295
5879,0.297269,0.358734,0.471658,0.564729,0.51547,0.495089,0.579073,0.472635,0.547295
5880,0.297269,0.358753,0.471658,0.564729,0.515473,0.495089,0.579084,0.472635,0.548158
5881,0.297343,0.358753,0.471658,0.564729,0.515473,0.495095,0.579084,0.472635,0.548158
5882,0.297343,0.358753,0.471658,0.56473,0.515473,0.495095,0.579084,0.472635,0.548427
5883,0.297343,0.358753,0.471658,0.56473,0.515473,0.495095,0.579084,0.472636,0.548427
5884,0.297344,0.358754,0.471744,0.56473,0.51803,0.495095,0.579084,0.472664,0.548499
5885,0.297344,0.358754,0.471744,0.56473,0.518149,0.495095,0.579084,0.472664,0.548499
5886,0.302212,0.358754,0.471744,0.564761,0.51828,0.495095,0.579084,0.472664,0.548575
5887,0.302522,0.358754,0.471745,0.564761,0.518281,0.495095,0.579084,0.472664,0.548575
5888,0.302522,0.358812,0.471745,0.564761,0.518281,0.495095,0.579084,0.472664,0.54858
5889,0.302579,0.358812,0.471748,0.564761,0.518281,0.495097,0.579084,0.472664,0.54858
5890,0.302579,0.358812,0.471748,0.564816,0.518349,0.495097,0.579084,0.472664,0.54858
5891,0.302579,0.358812,0.471748,0.564817,0.518349,0.495097,0.579085,0.472664,0.54858
5892,0.302585,0.358812,0.471748,0.564817,0.518349,0.495097,0.579085,0.472674,0.54858
5893,0.302777,0.358813,0.471748,0.564817,0.518349,0.495097,0.579085,0.472674,0.54863
5894,0.302778,0.358813,0.471748,0.564817,0.51835,0.495098,0.579085,0.472674,0.54863
5895,0.30281,0.358813,0.471748,0.564826,0.51835,0.495098,0.579085,0.472674,0.548743
5896,0.30281,0.358813,0.471748,0.564826,0.518424,0.495123,0.579085,0.472674,0.548745
5897,0.30281,0.358813,0.471748,0.564826,0.518424,0.495124,0.579085,0.472674,0.548749
5898,0.302826,0.358813,0.471748,0.564826,0.518424,0.495124,0.579088,0.472674,0.548751
5899,0.302826,0.358813,0.471748,0.565115,0.518431,0.495124,0.579098,0.472682,0.548753
5900,0.302856,0.358813,0.471748,0.565115,0.518431,0.495124,0.579098,0.472682,0.548753
5901,0.302857,0.358817,0.471748,0.565116,0.518441,0.495126,0.579101,0.472682,0.548753
5902,0.302862,0.358817,0.471748,0.565116,0.518443,0.495323,0.579101,0.472684,0.548753
5903,0.302862,0.358817,0.471756,0.565117,0.518443,0.495323,0.579101,0.472684,0.549089
5904,0.302929,0.358817,0.471756,0.565117,0.518443,0.495323,0.579101,0.472687,0.549089
5905,0.302929,0.358825,0.472055,0.565117,0.518951,0.495324,0.579101,0.472723,0.549177
5906,0.302933,0.358825,0.472055,0.565122,0.518951,0.495324,0.579101,0.472937,0.549182
5907,0.302933,0.358825,0.472101,0.565122,0.518953,0.495324,0.579101,0.472937,0.549196
5908,0.302945,0.358825,0.472101,0.565122,0.518953,0.495324,0.579101,0.472937,0.549196
