FE,CMOEAD,CMOMBI2,HypE,NSGAII,NSGAIII,SPEA2,SPEA2SDE,ThetaDEA,CHHCO
6160,0.492778,0.607109,0.457893,0.613595,0.596531,0.621894,0.629771,0.602868,0.601128
6161,0.492778,0.607109,0.457893,0.613595,0.596531,0.621894,0.629771,0.602868,0.601128
6162,0.492778,0.607109,0.457893,0.613595,0.596531,0.621894,0.629771,0.602869,0.601128
6163,0.492778,0.60713,0.457893,0.613595,0.596531,0.621895,0.629785,0.602871,0.60113
6164,0.492778,0.60713,0.457893,0.613595,0.596531,0.621895,0.629785,0.602871,0.60113
6165,0.492816,0.60713,0.457893,0.613595,0.596532,0.621895,0.629787,0.602878,0.601137
6166,0.492816,0.607137,0.457893,0.614158,0.596532,0.621925,0.629856,0.602885,0.601137
6167,0.49282,0.607137,0.457893,0.614158,0.596534,0.621925,0.629858,0.602885,0.601137
6168,0.49282,0.607137,0.457893,0.614158,0.596535,0.621925,0.629858,0.60307,0.601137
6169,0.49282,0.607137,0.457893,0.61416,0.596535,0.621925,0.629858,0.60307,0.601148
6170,0.49282,0.607149,0.457893,0.614164,0.596536,0.621925,0.62987,0.60309,0.601148
6171,0.492823,0.607206,0.457893,0.614164,0.596536,0.621925,0.62987,0.60309,0.601152
6172,0.492824,0.607207,0.457933,0.614166,0.596536,0.621927,0.629878,0.60309,0.601161
6173,0.492824,0.607207,0.458004,0.614217,0.596538,0.621927,0.629878,0.603114,0.601264
6174,0.492824,0.607245,0.458004,0.614217,0.596555,0.621929,0.629878,0.603142,0.601293
6175,0.492824,0.607245,0.458004,0.614217,0.596555,0.621934,0.629878,0.603142,0.601293
6176,0.492824,0.607245,0.458005,0.614227,0.59656,0.621935,0.629908,0.603144,0.601293
6177,0.492824,0.607245,0.458005,0.614227,0.59656,0.621935,0.629908,0.603154,0.60159
6178,0.492824,0.607245,0.458005,0.614227,0.59656,0.621935,0.630211,0.603154,0.60159
6179,0.492824,0.607259,0.458005,0.614227,0.59656,0.621941,0.630211,0.603154,0.601711
6180,0.492824,0.607259,0.458005,0.614241,0.59656,0.621941,0.630211,0.603154,0.601711
6181,0.492824,0.607259,0.458005,0.614241,0.59681,0.621998,0.630229,0.603154,0.601711
6182,0.492824,0.60726,0.458005,0.614243,0.596873,0.621999,0.630248,0.603155,0.601711
6183,0.492824,0.60726,0.458005,0.614244,0.59691,0.621999,0.630248,0.603167,0.601714
6184,0.492824,0.607282,0.458005,0.614244,0.596912,0.621999,0.630248,0.603169,0.60172
6185,0.492824,0.607282,0.458005,0.614244,0.596912,0.621999,0.630248,0.603465,0.601747
6186,0.492824,0.607283,0.458005,0.614249,0.596912,0.621999,0.630248,0.603465,0.601747
6187,0.49284,0.607283,0.458005,0.614249,0.596912,0.622024,0.630248,0.603476,0.601747
6188,0.49284,0.607283,0.458005,0.614249,0.597043,0.622031,0.630248,0.603578,0.601747
6189,0.49284,0.607283,0.458005,0.614272,0.597121,0.62204,0.630248,0.603578,0.601922
6190,0.49284,0.607283,0.458005,0.614272,0.597132,0.622048,0.630248,0.603587,0.601923
6191,0.492881,0.607284,0.458008,0.614272,0.597133,0.622048,0.630248,0.603655,0.601923
6192,0.492884,0.607284,0.458008,0.614272,0.597283,0.622048,0.630248,0.603656,0.602022
6193,0.492884,0.607305,0.458021,0.614273,0.597283,0.622113,0.630251,0.603656,0.602022
6194,0.492884,0.607306,0.458021,0.614273,0.597289,0.622114,0.630251,0.603657,0.602031
6195,0.492884,0.607306,0.458021,0.614291,0.597289,0.622177,0.630251,0.603659,0.602031
6196,0.492884,0.607313,0.458021,0.614291,0.597307,0.622177,0.630251,0.603659,0.60204
6197,0.492884,0.607544,0.458021,0.614291,0.597307,0.62234,0.630255,0.603659,0.602043
6198,0.492884,0.607544,0.458136,0.614291,0.597307,0.622342,0.630255,0.603659,0.602118
6199,0.492884,0.607544,0.458136,0.614291,0.59731,0.622342,0.630255,0.60366,0.602118
6200,0.492884,0.607559,0.458136,0.614291,0.59731,0.622342,0.630255,0.603722,0.602333
6201,0.492884,0.607559,0.458136,0.614291,0.597337,0.622342,0.630255,0.603723,0.602333
6202,0.492884,0.607559,0.458147,0.614313,0.597379,0.622342,0.630263,0.603723,0.602333
6203,0.492884,0.607559,0.458147,0.614314,0.597399,0.622346,0.630267,0.603725,0.602343
6204,0.492884,0.607559,0.458147,0.614316,0.597412,0.622346,0.630268,0.603725,0.602345
6205,0.492892,0.607575,0.458147,0.614318,0.597418,0.622346,0.630272,0.603725,0.602349
6206,0.492892,0.607575,0.458148,0.614318,0.597502,0.622346,0.630272,0.603725,0.60239
6207,0.492892,0.607575,0.45815,0.614318,0.597502,0.622346,0.630272,0.603732,0.602391
6208,0.492892,0.607575,0.45815,0.614321,0.597502,0.622371,0.630273,0.603735,0.602391
6209,0.492892,0.607575,0.45815,0.614321,0.597502,0.622371,0.630273,0.603735,0.602409
6210,0.492893,0.607575,0.45815,0.614321,0.597502,0.622372,0.630273,0.603736,0.602498
6211,0.492893,0.607575,0.45815,0.614323,0.597502,0.622407,0.630434,0.603736,0.602498
6212,0.492894,0.607575,0.45815,0.614323,0.597502,0.622407,0.630436,0.603736,0.602498
6213,0.492894,0.607575,0.45815,0.614761,0.597502,0.622499,0.630436,0.603736,0.602499
6214,0.493008,0.607575,0.458151,0.614761,0.597506,0.622562,0.630438,0.603741,0.602499
6215,0.493008,0.609141,0.458151,0.614782,0.597506,0.622613,0.630528,0.603741,0.602499
6216,0.493008,0.609141,0.458151,0.614782,0.597506,0.622616,0.630529,0.603741,0.6025
6217,0.493008,0.609141,0.458151,0.614782,0.597506,0.622657,0.63053,0.603741,0.602525
6218,0.493008,0.609141,0.458152,0.614782,0.59751,0.622657,0.63053,0.603741,0.602556
6219,0.493009,0.609141,0.458152,0.614794,0.597578,0.622658,0.63053,0.603741,0.602556
6220,0.493009,0.609142,0.458152,0.614794,0.597578,0.622675,0.630534,0.603741,0.602556
6221,0.493009,0.609143,0.458152,0.614794,0.597578,0.622675,0.630554,0.603741,0.602556
6222,0.494472,0.609144,0.458152,0.614795,0.597579,0.622675,0.630556,0.603741,0.603229
6223,0.494476,0.609145,0.458153,0.614795,0.597579,0.622675,0.630556,0.603741,0.60323
6224,0.494481,0.609201,0.458153,0.614795,0.59758,0.622675,0.630557,0.603765,0.60323
6225,0.494481,0.609201,0.458153,0.614795,0.59758,0.622675,0.630558,0.603768,0.603231
6226,0.494481,0.609201,0.458153,0.614833,0.59758,0.622676,0.630558,0.603769,0.603292
6227,0.494481,0.609202,0.458153,0.614835,0.597581,0.62269,0.630561,0.603769,0.603297
6228,0.494481,0.609202,0.458153,0.614835,0.597583,0.62269,0.630561,0.603771,0.603853
6229,0.494491,0.609202,0.458153,0.614835,0.597583,0.622698,0.630562,0.603777,0.603853
6230,0.494858,0.609204,0.458153,0.614835,0.597602,0.622756,0.630562,0.603812,0.603853
6231,0.494858,0.609205,0.458153,0.614835,0.597602,0.622756,0.630571,0.603812,0.603853
6232,0.494858,0.609216,0.458153,0.614835,0.597604,0.622802,0.630574,0.603812,0.603853
6233,0.494858,0.609217,0.458153,0.614838,0.597822,0.622802,0.630574,0.603812,0.603867
6234,0.494858,0.609217,0.458153,0.614838,0.597822,0.622803,0.630574,0.603813,0.603867
6235,0.494858,0.609217,0.458153,0.614838,0.597823,0.622803,0.630583,0.603813,0.603867
6236,0.494858,0.609217,0.458153,0.614838,0.597823,0.622803,0.630583,0.603813,0.603867
6237,0.494858,0.609217,0.458153,0.614878,0.597823,0.622803,0.630583,0.603825,0.603868
6238,0.494858,0.609217,0.458154,0.614878,0.597823,0.622803,0.630598,0.603828,0.60387
6239,0.494858,0.609217,0.458154,0.614878,0.597824,0.622803,0.630598,0.603828,0.60387
6240,0.494858,0.609217,0.458154,0.614898,0.597833,0.622803,0.630599,0.603828,0.60387
6241,0.495085,0.609217,0.458154,0.614915,0.597833,0.622803,0.630601,0.603829,0.603906
6242,0.495085,0.609219,0.458154,0.615111,0.597833,0.622803,0.630612,0.603831,0.603909
6243,0.495085,0.609219,0.458164,0.615115,0.597834,0.622803,0.630613,0.603831,0.603956
6244,0.495085,0.609223,0.458167,0.615115,0.597891,0.622803,0.630613,0.603839,0.60396
6245,0.495109,0.609237,0.458167,0.615126,0.597891,0.622926,0.630613,0.603839,0.60396
6246,0.495109,0.609237,0.458167,0.615126,0.597924,0.623169,0.630613,0.603849,0.603961
6247,0.495109,0.609237,0.458167,0.615126,0.597924,0.623169,0.630613,0.603851,0.603961
6248,0.495109,0.609237,0.458184,0.615126,0.597995,0.623169,0.630613,0.603851,0.603961
6249,0.495109,0.609237,0.458184,0.615126,0.598377,0.623176,0.630613,0.603853,0.603961
6250,0.495109,0.609237,0.458184,0.615126,0.598459,0.623176,0.630625,0.603853,0.603961
6251,0.495109,0.609241,0.458184,0.615126,0.598471,0.623176,0.630625,0.603863,0.603961
6252,0.495185,0.609243,0.458184,0.615126,0.598471,0.623177,0.630626,0.603863,0.603962
6253,0.496962,0.609243,0.458184,0.615126,0.598472,0.623177,0.630628,0.603863,0.603962
6254,0.496962,0.60926,0.458185,0.615128,0.598472,0.623177,0.630635,0.604006,0.603962
6255,0.496962,0.60926,0.458185,0.615128,0.598472,0.623189,0.630635,0.604018,0.603962
6256,0.496962,0.60926,0.458185,0.615128,0.598472,0.623189,0.630636,0.604018,0.603962
6257,0.496962,0.60926,0.458185,0.615128,0.598472,0.623189,0.630639,0.604018,0.603962
6258,0.496962,0.60926,0.458186,0.615128,0.598473,0.623189,0.630639,0.604018,0.603981
6259,0.496962,0.60926,0.458186,0.615204,0.598473,0.623189,0.630639,0.604018,0.604093
6260,0.496962,0.60926,0.458186,0.615204,0.598473,0.623189,0.630642,0.604018,0.604102
6261,0.496973,0.609299,0.458186,0.615204,0.598473,0.62319,0.630642,0.604018,0.604102
6262,0.496973,0.609299,0.458186,0.615204,0.598473,0.623192,0.630642,0.604018,0.60459
6263,0.496973,0.609302,0.458186,0.615204,0.59848,0.623633,0.630642,0.604018,0.60459
6264,0.496973,0.609565,0.458186,0.615215,0.598482,0.623633,0.630642,0.604117,0.604602
6265,0.496973,0.609574,0.458186,0.615217,0.598482,0.623633,0.630642,0.604117,0.604602
6266,0.496973,0.609574,0.458186,0.615217,0.598483,0.623633,0.630642,0.604117,0.604625
6267,0.496973,0.609574,0.458192,0.615235,0.598483,0.623655,0.630656,0.604117,0.604638
6268,0.496973,0.609574,0.458195,0.615235,0.598483,0.623655,0.630656,0.604119,0.604679
6269,0.496973,0.60958,0.458195,0.615235,0.598483,0.623655,0.630656,0.60412,0.604739
6270,0.497515,0.609607,0.458195,0.615235,0.598483,0.623658,0.630656,0.60412,0.604739
6271,0.497515,0.609607,0.458195,0.615238,0.598517,0.623658,0.630659,0.604126,0.604746
6272,0.497515,0.609607,0.458195,0.615243,0.598517,0.623659,0.630659,0.604138,0.604746
6273,0.49753,0.609607,0.458195,0.615244,0.598517,0.623661,0.63066,0.604144,0.604746
6274,0.49753,0.609607,0.458195,0.615244,0.598532,0.623661,0.63066,0.604357,0.604746
6275,0.49753,0.609612,0.458195,0.615315,0.598532,0.623661,0.63066,0.604357,0.604746
6276,0.497565,0.609613,0.458195,0.615315,0.598532,0.6237,0.63066,0.604357,0.60475
6277,0.497613,0.609723,0.458197,0.615315,0.598585,0.623708,0.630661,0.604357,0.604752
6278,0.497613,0.609725,0.458197,0.615315,0.598585,0.623716,0.630671,0.604357,0.604752
6279,0.497613,0.609727,0.458197,0.615315,0.598585,0.623716,0.630683,0.604372,0.604752
6280,0.497613,0.609727,0.458197,0.615315,0.598585,0.62373,0.630683,0.604382,0.604752
6281,0.497613,0.609727,0.458197,0.615315,0.598591,0.62373,0.630716,0.604382,0.604753
6282,0.497613,0.609862,0.458197,0.615315,0.598639,0.623734,0.630716,0.604382,0.604753
6283,0.497613,0.609863,0.458197,0.615316,0.598648,0.623734,0.630716,0.604382,0.604753
6284,0.497613,0.609863,0.458197,0.615316,0.598648,0.623982,0.630717,0.604382,0.604753
6285,0.497613,0.609863,0.458197,0.615316,0.598648,0.623982,0.630717,0.604382,0.604753
6286,0.497613,0.609863,0.458197,0.615316,0.598648,0.623994,0.630717,0.604382,0.604772
6287,0.497613,0.609864,0.458197,0.615353,0.598889,0.623994,0.630727,0.604382,0.604772
6288,0.497613,0.609864,0.458197,0.615353,0.598911,0.623994,0.630727,0.604382,0.604772
6289,0.497613,0.609866,0.458197,0.615353,0.598926,0.623994,0.630728,0.604382,0.604799
6290,0.497613,0.609866,0.458197,0.615357,0.598926,0.62427,0.630728,0.604382,0.604799
6291,0.497613,0.609889,0.458197,0.615359,0.598928,0.62427,0.630728,0.604382,0.604807
6292,0.497613,0.609889,0.458197,0.615359,0.598928,0.624271,0.630728,0.604382,0.604807
6293,0.497613,0.609889,0.458209,0.61537,0.598928,0.624272,0.630728,0.604382,0.604807
6294,0.497613,0.609889,0.458209,0.61537,0.598932,0.624272,0.630729,0.604382,0.604809
6295,0.497618,0.609889,0.458209,0.615391,0.598933,0.624272,0.630729,0.604382,0.604817
6296,0.497618,0.609889,0.458209,0.615391,0.598983,0.624273,0.630729,0.604382,0.60483
6297,0.497618,0.609889,0.458209,0.615391,0.599046,0.624273,0.630741,0.604383,0.604831
6298,0.497618,0.609889,0.458209,0.615391,0.599084,0.624275,0.630755,0.604383,0.604935
6299,0.497618,0.609889,0.458209,0.615391,0.599131,0.624317,0.631836,0.604383,0.604935
6300,0.497618,0.609891,0.458209,0.615394,0.599142,0.624317,0.631837,0.604383,0.604935
6301,0.497618,0.609891,0.45821,0.615394,0.599142,0.624324,0.63185,0.604384,0.604935
6302,0.497618,0.609893,0.45821,0.615394,0.59916,0.624324,0.63185,0.604384,0.605029
6303,0.497618,0.609893,0.45821,0.615394,0.59916,0.624324,0.63185,0.604384,0.605029
6304,0.497618,0.609894,0.45821,0.615396,0.59916,0.624384,0.631873,0.604557,0.60503
6305,0.497618,0.609894,0.45821,0.615398,0.599161,0.624388,0.631873,0.604557,0.60503
6306,0.497618,0.609894,0.458214,0.615439,0.599166,0.624388,0.631873,0.604557,0.605048
6307,0.497618,0.609895,0.458214,0.615439,0.599169,0.624388,0.631873,0.604557,0.605048
6308,0.497623,0.609895,0.458236,0.615441,0.599169,0.624388,0.631879,0.604557,0.605049
6309,0.497623,0.609895,0.458236,0.615441,0.599188,0.624388,0.631879,0.604597,0.605081
6310,0.497623,0.609895,0.458236,0.615489,0.599188,0.624388,0.631887,0.604597,0.605214
6311,0.497623,0.609896,0.458236,0.615489,0.599188,0.624393,0.631887,0.604597,0.605214
6312,0.497815,0.609896,0.458236,0.615489,0.599191,0.624393,0.631887,0.604658,0.605214
6313,0.497815,0.609897,0.458236,0.615505,0.599191,0.624393,0.631887,0.604658,0.605223
6314,0.497815,0.609899,0.458236,0.615505,0.599302,0.624393,0.631887,0.604658,0.605223
6315,0.497815,0.609899,0.458236,0.615506,0.599318,0.624393,0.631887,0.604671,0.605223
6316,0.497815,0.6099,0.458236,0.615506,0.599318,0.624393,0.631887,0.604671,0.605227
6317,0.497815,0.6099,0.458236,0.615506,0.599318,0.624393,0.631891,0.604671,0.605227
6318,0.497888,0.60991,0.458236,0.615506,0.599318,0.624393,0.631891,0.604686,0.605227
6319,0.497889,0.60991,0.458236,0.61551,0.599333,0.624393,0.631894,0.604686,0.605233
6320,0.497889,0.609928,0.458236,0.61551,0.599839,0.624393,0.631894,0.604686,0.605243
6321,0.497889,0.609929,0.458236,0.61551,0.599857,0.624394,0.631896,0.604687,0.605243
6322,0.497889,0.609933,0.458236,0.61551,0.600926,0.624394,0.631896,0.604687,0.605244
6323,0.497951,0.609933,0.458236,0.61551,0.601314,0.624394,0.631896,0.604687,0.605245
6324,0.497951,0.609939,0.458236,0.61551,0.601315,0.624394,0.631896,0.60469,0.605245
6325,0.498021,0.609939,0.458236,0.61551,0.601315,0.624409,0.631901,0.60469,0.605957
6326,0.498195,0.610081,0.458236,0.61551,0.601315,0.624409,0.631901,0.60469,0.605957
6327,0.498195,0.610082,0.458236,0.615547,0.60132,0.624409,0.631901,0.604745,0.605957
6328,0.4982,0.610082,0.458236,0.615554,0.601343,0.624409,0.631901,0.604745,0.605959
6329,0.4982,0.610082,0.458236,0.615554,0.601354,0.624409,0.631901,0.604745,0.605967
6330,0.4982,0.610082,0.458236,0.61556,0.601354,0.62441,0.631901,0.604751,0.605967
6331,0.498335,0.610204,0.458236,0.61556,0.601354,0.624882,0.631901,0.604751,0.60597
6332,0.498335,0.610283,0.458236,0.615605,0.601354,0.624882,0.631908,0.604752,0.606137
6333,0.498335,0.610283,0.458239,0.615605,0.601354,0.624882,0.631908,0.604752,0.606138
6334,0.498335,0.610284,0.458239,0.615605,0.601354,0.624883,0.63191,0.604752,0.606138
6335,0.498335,0.610309,0.458239,0.615605,0.601354,0.624883,0.631972,0.604752,0.606139
6336,0.498335,0.610312,0.458239,0.615605,0.601357,0.624883,0.631972,0.604752,0.606139
6337,0.498335,0.610312,0.458239,0.615605,0.601357,0.624883,0.63199,0.604865,0.606139
6338,0.49849,0.610312,0.458239,0.615605,0.601391,0.624888,0.63199,0.604865,0.606435
6339,0.49849,0.610312,0.458239,0.61561,0.601402,0.624888,0.631994,0.604867,0.606435
6340,0.498491,0.610312,0.458239,0.61561,0.601402,0.624894,0.631999,0.605086,0.606435
6341,0.498491,0.610313,0.458239,0.615614,0.601402,0.62493,0.632014,0.605086,0.606526
6342,0.498491,0.610313,0.458239,0.615614,0.601402,0.62493,0.632014,0.605086,0.60653
6343,0.498491,0.610313,0.458239,0.615614,0.601413,0.62493,0.632015,0.605086,0.60653
6344,0.498491,0.610363,0.458239,0.615622,0.601431,0.624932,0.632015,0.605086,0.606564
6345,0.498491,0.610366,0.458239,0.615622,0.601431,0.624938,0.632015,0.605088,0.606789
6346,0.498491,0.610366,0.458239,0.616845,0.601433,0.624938,0.632036,0.605088,0.606789
6347,0.498491,0.610378,0.458239,0.617401,0.601433,0.624939,0.632037,0.605114,0.606789
6348,0.498491,0.610387,0.459151,0.617401,0.60155,0.624939,0.632037,0.605114,0.606791
6349,0.498491,0.610452,0.459151,0.617401,0.60155,0.624939,0.632037,0.605118,0.606792
6350,0.498491,0.610456,0.459151,0.617406,0.60155,0.624946,0.632037,0.605234,0.606792
6351,0.498491,0.610456,0.459151,0.617414,0.60155,0.624946,0.632037,0.605234,0.606792
6352,0.498491,0.610458,0.459151,0.617416,0.60155,0.624948,0.632037,0.605254,0.606796
6353,0.498491,0.610458,0.459151,0.617416,0.60155,0.62498,0.632037,0.605394,0.606801
6354,0.498843,0.610555,0.459242,0.617511,0.60155,0.624982,0.632038,0.605403,0.606801
6355,0.498845,0.610555,0.459242,0.617511,0.60155,0.624982,0.632049,0.605403,0.606815
6356,0.498845,0.610743,0.459242,0.617511,0.60155,0.625008,0.632055,0.605403,0.606841
6357,0.498845,0.610743,0.459242,0.617511,0.601566,0.625008,0.632055,0.605403,0.606841
6358,0.498845,0.610744,0.459242,0.617512,0.601667,0.625008,0.632055,0.60541,0.606841
6359,0.498845,0.610755,0.459242,0.617512,0.601667,0.625008,0.632055,0.60541,0.606862
6360,0.498848,0.610755,0.459243,0.617512,0.601667,0.625018,0.632055,0.60541,0.606866
6361,0.498848,0.610755,0.459243,0.617512,0.60168,0.625019,0.632055,0.60541,0.60689
6362,0.498853,0.610758,0.459243,0.617555,0.60168,0.625287,0.632055,0.60541,0.60689
6363,0.498854,0.611877,0.459243,0.617555,0.60168,0.625287,0.632055,0.605445,0.60689
6364,0.498854,0.611877,0.459243,0.617555,0.60168,0.625287,0.632055,0.605591,0.606893
6365,0.498854,0.611877,0.459244,0.617836,0.60168,0.62529,0.632078,0.605591,0.606986
6366,0.498862,0.611879,0.459244,0.617837,0.60168,0.62533,0.632079,0.605591,0.606986
6367,0.498862,0.611879,0.459244,0.617849,0.60168,0.62533,0.632079,0.605597,0.607014
6368,0.498862,0.611879,0.459245,0.617849,0.60177,0.62535,0.632079,0.605691,0.607015
6369,0.498862,0.611879,0.459245,0.617849,0.60177,0.62535,0.632079,0.605721,0.60709
6370,0.498862,0.611879,0.459245,0.617849,0.601777,0.625364,0.632082,0.605721,0.60709
6371,0.498862,0.611879,0.459245,0.61785,0.602072,0.625364,0.632082,0.605721,0.60709
6372,0.498862,0.61189,0.459245,0.61785,0.602072,0.625365,0.632085,0.605721,0.607129
6373,0.498884,0.61189,0.459254,0.61785,0.602097,0.625365,0.632127,0.605721,0.607185
6374,0.498884,0.61189,0.459254,0.617854,0.602097,0.625666,0.632127,0.605869,0.607186
6375,0.498884,0.61189,0.459255,0.617854,0.602097,0.625666,0.63233,0.605888,0.607186
6376,0.498884,0.611891,0.459255,0.617854,0.602097,0.625684,0.63233,0.605888,0.607186
6377,0.498884,0.611891,0.459255,0.617855,0.602099,0.625684,0.632399,0.605892,0.607186
6378,0.498884,0.611891,0.459271,0.617904,0.6021,0.625684,0.632399,0.605909,0.607313
6379,0.498884,0.611892,0.459271,0.617904,0.6021,0.625684,0.632402,0.60591,0.607313
6380,0.498884,0.611892,0.459271,0.617904,0.602105,0.625684,0.632402,0.605911,0.607313
6381,0.498884,0.611892,0.459271,0.617904,0.602106,0.625684,0.632412,0.605911,0.607315
6382,0.498884,0.611892,0.459271,0.617904,0.602107,0.625684,0.632413,0.605911,0.607315
6383,0.498888,0.611892,0.459271,0.617904,0.602214,0.625692,0.632413,0.605911,0.607315
6384,0.498888,0.611892,0.459271,0.617904,0.602214,0.625698,0.632414,0.605918,0.607315
6385,0.498888,0.611892,0.459271,0.617905,0.602215,0.625698,0.632415,0.605944,0.607315
6386,0.498888,0.611892,0.459271,0.617906,0.602215,0.625715,0.632415,0.605944,0.607315
6387,0.498888,0.611892,0.459271,0.61791,0.602215,0.625728,0.632415,0.605944,0.607315
6388,0.498888,0.611892,0.459271,0.617921,0.602364,0.625728,0.632415,0.605944,0.607315
6389,0.498888,0.611892,0.459272,0.617921,0.602371,0.625729,0.632415,0.605946,0.607315
6390,0.498888,0.611894,0.459272,0.617922,0.602371,0.625729,0.632422,0.605994,0.607315
6391,0.498888,0.611894,0.459272,0.617922,0.602371,0.625729,0.632493,0.605998,0.607315
6392,0.498888,0.611894,0.459272,0.617922,0.602371,0.625731,0.632493,0.605998,0.607626
6393,0.498888,0.611894,0.459272,0.617926,0.602411,0.625731,0.632493,0.605998,0.607627
6394,0.498888,0.611917,0.459272,0.617926,0.602644,0.625734,0.632493,0.606024,0.607635
6395,0.49889,0.611922,0.459272,0.617996,0.602644,0.625734,0.632493,0.606024,0.607635
6396,0.49889,0.611922,0.459272,0.618002,0.602644,0.625734,0.632493,0.606052,0.607637
6397,0.49889,0.611922,0.459272,0.618002,0.602687,0.625734,0.632533,0.606129,0.607637
6398,0.49889,0.611922,0.459272,0.618002,0.602687,0.625734,0.632551,0.60613,0.607638
6399,0.49889,0.611922,0.459272,0.618002,0.60274,0.625734,0.632551,0.606139,0.607638
6400,0.49889,0.611922,0.459272,0.618007,0.602744,0.625734,0.632551,0.606155,0.607647
6401,0.49889,0.611922,0.459272,0.618014,0.602752,0.625736,0.632551,0.606155,0.607647
6402,0.49889,0.611959,0.459272,0.618014,0.602752,0.625737,0.632551,0.60616,0.607654
6403,0.49889,0.61196,0.459272,0.618014,0.602752,0.625737,0.632551,0.606161,0.607654
6404,0.49889,0.61196,0.459272,0.618014,0.602752,0.625737,0.632551,0.606161,0.607654
6405,0.498917,0.61198,0.459278,0.618032,0.602755,0.625737,0.632552,0.606171,0.607695
6406,0.498917,0.61198,0.459278,0.618032,0.602763,0.625742,0.632552,0.606171,0.607695
6407,0.498917,0.611981,0.459278,0.618032,0.602764,0.625742,0.632552,0.606171,0.607696
6408,0.498942,0.611981,0.459283,0.618032,0.602768,0.625796,0.632552,0.606185,0.607696
6409,0.498942,0.611981,0.459283,0.618032,0.602772,0.625796,0.632552,0.606185,0.607696
6410,0.498942,0.611989,0.459283,0.618032,0.602772,0.625796,0.632552,0.60621,0.607696
6411,0.498942,0.611989,0.459283,0.618032,0.602775,0.625796,0.632555,0.606213,0.607696
6412,0.498942,0.611991,0.459286,0.618034,0.60278,0.625797,0.632576,0.606213,0.607719
6413,0.498959,0.611991,0.459286,0.618034,0.603357,0.625797,0.632576,0.606213,0.607719
6414,0.499102,0.612056,0.459674,0.618035,0.603358,0.625798,0.632578,0.606213,0.607719
6415,0.499102,0.612057,0.459674,0.618158,0.603358,0.625798,0.632578,0.606235,0.607719
6416,0.499102,0.612057,0.459674,0.618158,0.603358,0.625833,0.63259,0.606238,0.607719
6417,0.499102,0.612057,0.459674,0.618159,0.603358,0.626039,0.632591,0.606245,0.607743
6418,0.499102,0.612057,0.459674,0.618161,0.603358,0.626039,0.632591,0.606245,0.607766
6419,0.499102,0.612091,0.459675,0.618161,0.603358,0.62604,0.632591,0.606245,0.607766
6420,0.499102,0.612091,0.459692,0.618161,0.603358,0.62604,0.632592,0.606245,0.607789
6421,0.499102,0.612094,0.459692,0.618161,0.603366,0.62604,0.632593,0.606245,0.607789
6422,0.499102,0.612094,0.459699,0.618161,0.603366,0.62604,0.632593,0.606246,0.608021
6423,0.499102,0.612097,0.459699,0.618163,0.603376,0.62604,0.632593,0.606246,0.608025
6424,0.499102,0.612097,0.459699,0.618164,0.603398,0.62604,0.632595,0.606246,0.608029
6425,0.499102,0.612101,0.459705,0.618164,0.603398,0.62604,0.632599,0.606246,0.608029
6426,0.499102,0.612132,0.459705,0.618164,0.603399,0.626041,0.632599,0.606247,0.608029
6427,0.499103,0.612132,0.459705,0.618164,0.603454,0.626041,0.632599,0.606247,0.608029
6428,0.499103,0.612132,0.459705,0.618164,0.603456,0.626041,0.632619,0.606247,0.60803
6429,0.499103,0.612132,0.459705,0.618164,0.603459,0.626041,0.632669,0.606247,0.60803
6430,0.499103,0.612133,0.459705,0.618245,0.603459,0.626042,0.63267,0.606247,0.608304
6431,0.499103,0.612133,0.459707,0.618245,0.603459,0.626042,0.63267,0.606251,0.609067
6432,0.499103,0.612133,0.459707,0.618245,0.603459,0.626073,0.632692,0.606251,0.609067
6433,0.499103,0.612163,0.459708,0.61826,0.603492,0.626073,0.632765,0.606251,0.609067
6434,0.499103,0.612181,0.459708,0.61826,0.604007,0.626073,0.632766,0.606307,0.609067
6435,0.499103,0.612199,0.459708,0.61826,0.604007,0.626078,0.632766,0.606313,0.609075
6436,0.499103,0.612199,0.459708,0.61826,0.604007,0.626078,0.632791,0.606315,0.609075
6437,0.499103,0.6122,0.459708,0.61826,0.604009,0.626078,0.632792,0.606323,0.609075
6438,0.499123,0.6122,0.459708,0.61826,0.604019,0.626078,0.632793,0.606323,0.609075
6439,0.499123,0.6122,0.459708,0.61826,0.604019,0.626079,0.632796,0.606323,0.609075
6440,0.499123,0.6122,0.459708,0.618336,0.604019,0.626079,0.632796,0.606323,0.609075
6441,0.499123,0.612208,0.459708,0.618336,0.604019,0.626079,0.632798,0.606323,0.609077
6442,0.499126,0.61224,0.459708,0.618336,0.604023,0.626083,0.632799,0.606323,0.609077
6443,0.499126,0.61224,0.459714,0.618336,0.604024,0.626083,0.632799,0.606328,0.609077
6444,0.499126,0.612248,0.459714,0.618336,0.604028,0.626083,0.632799,0.606332,0.609077
6445,0.499126,0.612248,0.459714,0.618336,0.604059,0.626088,0.632799,0.606332,0.609077
6446,0.499126,0.612248,0.459714,0.618336,0.604059,0.626179,0.632799,0.606332,0.609077
6447,0.499141,0.612249,0.459714,0.61843,0.604459,0.626179,0.632803,0.606332,0.609079
6448,0.499146,0.612322,0.459714,0.618431,0.604459,0.626184,0.632806,0.606332,0.609079
6449,0.499146,0.612322,0.459715,0.618431,0.60446,0.626184,0.632822,0.606427,0.609079
